ID,probability
TEST_00170,0.19461193680763245
TEST_00171,0.25271135568618774
TEST_00172,0.24417513608932495
TEST_00173,0.25474512577056885
TEST_00174,0.13729186356067657
TEST_00175,0.2729372978210449
TEST_00176,0.42064979672431946
TEST_00177,0.17922863364219666
TEST_00178,0.3561362028121948
TEST_00179,0.3352946937084198
TEST_00180,0.371261328458786
TEST_00181,0.4812283515930176
TEST_00182,0.16305631399154663
TEST_00183,0.5457990169525146
TEST_00184,0.13225890696048737
TEST_00185,0.20233216881752014
TEST_00186,0.3603726029396057
TEST_00187,0.24794355034828186
TEST_00188,0.32012975215911865
TEST_00189,0.273837149143219
TEST_00190,0.4697544574737549
TEST_00191,0.24235951900482178
TEST_00192,0.2878077030181885
TEST_00193,0.06091294810175896
TEST_00194,0.6521496772766113
TEST_00195,0.39190033078193665
TEST_00196,0.43728798627853394
TEST_00197,0.27349579334259033
TEST_00198,0.2592090368270874
TEST_00199,0.34316304326057434
TEST_00200,0.38004982471466064
TEST_00201,0.47664061188697815
TEST_00202,0.2668834328651428
TEST_00203,0.3000972270965576
TEST_00204,0.0018101402092725039
TEST_00205,0.06941031664609909
TEST_00206,0.0012662330409511924
TEST_00207,0.32670313119888306
TEST_00208,0.23288752138614655
TEST_00209,0.2866381108760834
TEST_00210,0.44552284479141235
TEST_00211,0.13476349413394928
TEST_00212,0.18503710627555847
TEST_00213,0.09896086156368256
TEST_00214,0.3373720049858093
TEST_00215,0.2822408676147461
TEST_00216,0.3889065682888031
TEST_00217,0.2610655426979065
TEST_00218,0.5078542232513428
TEST_00219,0.2020862102508545
TEST_00220,0.5257925987243652
TEST_00221,0.4391322731971741
TEST_00222,0.0980202853679657
TEST_00223,0.29821789264678955
TEST_00224,0.12259754538536072
TEST_00225,0.28642940521240234
TEST_00226,0.21765664219856262
TEST_00227,0.30932772159576416
TEST_00228,0.0014386848779395223
TEST_00229,0.3213098645210266
TEST_00230,0.28358250856399536
TEST_00231,0.38417503237724304
TEST_00232,0.21532924473285675
TEST_00233,0.31177785992622375
TEST_00234,0.353019654750824
TEST_00235,0.4957028925418854
TEST_00236,0.31121858954429626
TEST_00237,0.001120599452406168
TEST_00238,0.0012080039596185088
TEST_00239,0.41696226596832275
TEST_00240,0.30285343527793884
TEST_00241,0.40394389629364014
TEST_00242,0.3156684637069702
TEST_00243,0.2031983733177185
TEST_00244,0.0011854711920022964
TEST_00245,0.5364899635314941
TEST_00246,0.3801850974559784
TEST_00247,0.10450271517038345
TEST_00248,0.3660687208175659
TEST_00249,0.4606759548187256
TEST_00250,0.20408415794372559
TEST_00251,0.0013046996900811791
TEST_00252,0.44567185640335083
TEST_00253,0.016018114984035492
TEST_00254,0.3837067484855652
TEST_00255,0.5669277310371399
TEST_00256,0.3308188319206238
TEST_00257,0.370710164308548
TEST_00258,0.3946670591831207
TEST_00259,0.5409919023513794
TEST_00260,0.0010961471125483513
TEST_00261,0.0013098043855279684
TEST_00262,0.0019777528941631317
TEST_00263,0.520322322845459
TEST_00264,0.21348273754119873
TEST_00265,0.31767627596855164
TEST_00266,0.19190600514411926
TEST_00267,0.0017187788616865873
TEST_00268,0.1945798546075821
TEST_00269,0.3328568935394287
TEST_00270,0.17105314135551453
TEST_00271,0.0013602999970316887
TEST_00272,0.24973750114440918
TEST_00273,0.2342967689037323
TEST_00274,0.2616100311279297
TEST_00275,0.05363783985376358
TEST_00276,0.0013890356058254838
TEST_00277,0.23556160926818848
TEST_00278,0.36039653420448303
TEST_00279,0.5062837600708008
TEST_00280,0.001209592679515481
TEST_00281,0.13038571178913116
TEST_00282,0.001841902732849121
TEST_00283,0.0018184604123234749
TEST_00284,0.4018230438232422
TEST_00285,0.28794562816619873
TEST_00286,0.062324315309524536
TEST_00287,0.5088101625442505
TEST_00288,0.0013399594463407993
TEST_00289,0.39093899726867676
TEST_00290,0.14422491192817688
TEST_00291,0.2921788692474365
TEST_00292,0.42398789525032043
TEST_00293,0.0011839503422379494
TEST_00294,0.5034428834915161
TEST_00295,0.3141357898712158
TEST_00296,0.026286322623491287
TEST_00297,0.001115536317229271
TEST_00298,0.5319627523422241
TEST_00299,0.3259640634059906
TEST_00300,0.1653267741203308
TEST_00301,0.4685748815536499
TEST_00302,0.31296560168266296
TEST_00303,0.39731505513191223
TEST_00304,0.5691139101982117
TEST_00305,0.43211421370506287
TEST_00306,0.2058861255645752
TEST_00307,0.5087867379188538
TEST_00308,0.42798519134521484
TEST_00309,0.4853173494338989
TEST_00310,0.3841207027435303
TEST_00311,0.42849013209342957
TEST_00312,0.13195213675498962
TEST_00313,0.16370727121829987
TEST_00314,0.48227304220199585
TEST_00315,0.32236263155937195
TEST_00316,0.04029840975999832
TEST_00317,0.11307846009731293
TEST_00318,0.0009894317481666803
TEST_00319,0.0014373189769685268
TEST_00320,0.45804905891418457
TEST_00321,0.224716454744339
TEST_00322,0.17479181289672852
TEST_00323,0.21764950454235077
TEST_00324,0.32150545716285706
TEST_00325,0.0011706671211868525
TEST_00326,0.2986847758293152
TEST_00327,0.3012242317199707
TEST_00328,0.13458788394927979
TEST_00329,0.3266110420227051
TEST_00330,0.3726923167705536
TEST_00331,0.0009494087425991893
TEST_00332,0.4130622446537018
TEST_00333,0.39252281188964844
TEST_00334,0.4363018274307251
TEST_00335,0.30269867181777954
TEST_00336,0.0014384916285052896
TEST_00337,0.19774484634399414
TEST_00338,0.27322715520858765
TEST_00339,0.3037381172180176
TEST_00340,0.35649219155311584
TEST_00341,0.30873963236808777
TEST_00342,0.1506778597831726
TEST_00343,0.04719046503305435
TEST_00344,0.192599818110466
TEST_00345,0.02737116813659668
TEST_00346,0.31320083141326904
TEST_00347,0.25661700963974
TEST_00348,0.4032207727432251
TEST_00349,0.2883622944355011
TEST_00350,0.2500702738761902
TEST_00351,0.36364316940307617
TEST_00352,0.002270979806780815
TEST_00353,0.0022375050466507673
TEST_00354,0.20144718885421753
TEST_00355,0.4258919954299927
TEST_00356,0.1626684069633484
TEST_00357,0.00115010526496917
TEST_00358,0.001734563265927136
TEST_00359,0.4633680582046509
TEST_00360,0.3881009817123413
TEST_00361,0.22650405764579773
TEST_00362,0.4119654893875122
TEST_00363,0.0013523483648896217
TEST_00364,0.2954387962818146
TEST_00365,0.22463232278823853
TEST_00366,0.3156680464744568
TEST_00367,0.2222098410129547
TEST_00368,0.2986964285373688
TEST_00369,0.08472861349582672
TEST_00370,0.0019907685928046703
TEST_00371,0.10620895773172379
TEST_00372,0.26780128479003906
TEST_00373,0.441281795501709
TEST_00374,0.3759179711341858
TEST_00375,0.0013566665584221482
TEST_00376,0.0011399422073736787
TEST_00377,0.27162325382232666
TEST_00378,0.3127540349960327
TEST_00379,0.14935502409934998
TEST_00380,0.0014679738087579608
TEST_00381,0.43392738699913025
TEST_00382,0.4725281000137329
TEST_00383,0.0939168930053711
TEST_00384,0.39228180050849915
TEST_00385,0.19631712138652802
TEST_00386,0.5058942437171936
TEST_00387,0.3045741319656372
TEST_00388,0.27889031171798706
TEST_00389,0.2675444483757019
TEST_00390,0.45871251821517944
TEST_00391,0.5032049417495728
TEST_00392,0.3159596621990204
TEST_00393,0.31811392307281494
TEST_00394,0.10599663108587265
TEST_00395,0.4882506728172302
TEST_00396,0.35497334599494934
TEST_00397,0.0012847438920289278
TEST_00398,0.16545233130455017
TEST_00399,0.0010966454865410924
TEST_00400,0.35405433177948
TEST_00401,0.0012245476245880127
TEST_00402,0.10531114041805267
TEST_00403,0.017700647935271263
TEST_00404,0.42838287353515625
TEST_00405,0.4905080795288086
TEST_00406,0.09268776327371597
TEST_00407,0.2546761929988861
TEST_00408,0.29616934061050415
TEST_00409,0.10366162657737732
TEST_00410,0.04968773573637009
TEST_00411,0.1866409182548523
TEST_00412,0.1272388994693756
TEST_00413,0.4308544993400574
TEST_00414,0.3397104740142822
TEST_00415,0.2211977243423462
TEST_00416,0.4515029191970825
TEST_00417,0.49442237615585327
TEST_00418,0.4798792600631714
TEST_00419,0.10252007842063904
TEST_00420,0.09086152166128159
TEST_00421,0.35118353366851807
TEST_00422,0.4873362183570862
TEST_00423,0.0010671501513570547
TEST_00424,0.1528591513633728
TEST_00425,0.18354110419750214
TEST_00426,0.2794802486896515
TEST_00427,0.35597583651542664
TEST_00428,0.2798137068748474
TEST_00429,0.1768651008605957
TEST_00430,0.4131317138671875
TEST_00431,0.43250101804733276
TEST_00432,0.22991201281547546
TEST_00433,0.0018355449428781867
TEST_00434,0.44696128368377686
TEST_00435,0.29386454820632935
TEST_00436,0.001139350002631545
TEST_00437,0.310488224029541
TEST_00438,0.0017859524814411998
TEST_00439,0.001307235797867179
TEST_00440,0.4428911805152893
TEST_00441,0.5131880044937134
TEST_00442,0.39813852310180664
TEST_00443,0.36044439673423767
TEST_00444,0.0019090507412329316
TEST_00445,0.29613661766052246
TEST_00446,0.08926402032375336
TEST_00447,0.4552602171897888
TEST_00448,0.35307106375694275
TEST_00449,0.0021199570037424564
TEST_00450,0.42807066440582275
TEST_00451,0.0009000779828056693
TEST_00452,0.3399447500705719
TEST_00453,0.47872287034988403
TEST_00454,0.28136110305786133
TEST_00455,0.22996990382671356
TEST_00456,0.0021479399874806404
TEST_00457,0.371929794549942
TEST_00458,0.11005978286266327
TEST_00459,0.3572012782096863
TEST_00460,0.008080880157649517
TEST_00461,0.44252926111221313
TEST_00462,0.29037877917289734
TEST_00463,0.18804220855236053
TEST_00464,0.33232200145721436
TEST_00465,0.28527596592903137
TEST_00466,0.2492068111896515
TEST_00467,0.35271355509757996
TEST_00468,0.5478813648223877
TEST_00469,0.001713271951302886
TEST_00470,0.31833356618881226
TEST_00471,0.4668130576610565
TEST_00472,0.4623773694038391
TEST_00473,0.30368563532829285
TEST_00474,0.5629574656486511
TEST_00475,0.3232043981552124
TEST_00476,0.0011217070277780294
TEST_00477,0.43304958939552307
TEST_00478,0.19041912257671356
TEST_00479,0.2529778480529785
TEST_00480,0.42593541741371155
TEST_00481,0.16837285459041595
TEST_00482,0.29641538858413696
TEST_00483,0.3089855909347534
TEST_00484,0.1757052093744278
TEST_00485,0.30226483941078186
TEST_00486,0.2779357135295868
TEST_00487,0.4585709571838379
TEST_00488,0.23650705814361572
TEST_00489,0.3306099772453308
TEST_00490,0.30821874737739563
TEST_00491,0.40200936794281006
TEST_00492,0.22735878825187683
TEST_00493,0.28302624821662903
TEST_00494,0.0037606472615152597
TEST_00495,0.5091443061828613
TEST_00496,0.2997307777404785
TEST_00497,0.3975360691547394
TEST_00498,0.2653696537017822
TEST_00499,0.5276349186897278
TEST_00500,0.0041965823620557785
TEST_00501,0.002041711937636137
TEST_00502,0.05411585420370102
TEST_00503,0.3541682958602905
TEST_00504,0.0012597060995176435
TEST_00505,0.5004010200500488
TEST_00506,0.0014019813388586044
TEST_00507,0.25423434376716614
TEST_00508,0.4326355755329132
TEST_00509,0.22512033581733704
TEST_00510,0.254121333360672
TEST_00511,0.026229392737150192
TEST_00512,0.025689810514450073
TEST_00513,0.029476799070835114
TEST_00514,0.5268944501876831
TEST_00515,0.33148062229156494
TEST_00516,0.4708157181739807
TEST_00517,0.3181803524494171
TEST_00518,0.24457411468029022
TEST_00519,0.3543216586112976
TEST_00520,0.001375306397676468
TEST_00521,0.15710794925689697
TEST_00522,0.0015133387641981244
TEST_00523,0.26143234968185425
TEST_00524,0.3124537169933319
TEST_00525,0.10467671602964401
TEST_00526,0.17253869771957397
TEST_00527,0.0013617572840303183
TEST_00528,0.2692471742630005
TEST_00529,0.32549530267715454
TEST_00530,0.3901165723800659
TEST_00531,0.38198593258857727
TEST_00532,0.503288209438324
TEST_00533,0.001175640500150621
TEST_00534,0.23962604999542236
TEST_00535,0.145913764834404
TEST_00536,0.4699918031692505
TEST_00537,0.0012697227066382766
TEST_00538,0.0012887684861198068
TEST_00539,0.03723401203751564
TEST_00540,0.36735665798187256
TEST_00541,0.2723332345485687
TEST_00542,0.001378262764774263
TEST_00543,0.3500867486000061
TEST_00544,0.26697930693626404
TEST_00545,0.3695846199989319
TEST_00546,0.38010531663894653
TEST_00547,0.0011261580511927605
TEST_00548,0.49138355255126953
TEST_00549,0.22766532003879547
TEST_00550,0.32656553387641907
TEST_00551,0.2840382754802704
TEST_00552,0.2741142213344574
TEST_00553,0.10660912841558456
TEST_00554,0.21029062569141388
TEST_00555,0.3023078143596649
TEST_00556,0.19969820976257324
TEST_00557,0.34510406851768494
TEST_00558,0.454103022813797
TEST_00559,0.0018422692082822323
TEST_00560,0.20809698104858398
TEST_00561,0.06476598232984543
TEST_00562,0.5864766836166382
TEST_00563,0.0019354178803041577
TEST_00564,0.3273184299468994
TEST_00565,0.2181777060031891
TEST_00566,0.29770877957344055
TEST_00567,0.13202662765979767
TEST_00568,0.23433567583560944
TEST_00569,0.19418685138225555
TEST_00570,0.18336355686187744
TEST_00571,0.27892300486564636
TEST_00572,0.0011994796805083752
TEST_00573,0.0022524723317474127
TEST_00574,0.37466928362846375
TEST_00575,0.07863137125968933
TEST_00576,0.22880320250988007
TEST_00577,0.24795369803905487
TEST_00578,0.3436501622200012
TEST_00579,0.49104583263397217
TEST_00580,0.0009531474788673222
TEST_00581,0.3934779763221741
TEST_00582,0.16371876001358032
TEST_00583,0.31741082668304443
TEST_00584,0.25557735562324524
TEST_00585,0.2938762307167053
TEST_00586,0.1167280524969101
TEST_00587,0.20031462609767914
TEST_00588,0.3877553343772888
TEST_00589,0.0011603718157857656
TEST_00590,0.21197549998760223
TEST_00591,0.16971905529499054
TEST_00592,0.24089831113815308
TEST_00593,0.2570560574531555
TEST_00594,0.0014514075592160225
TEST_00595,0.1977013647556305
TEST_00596,0.3780818283557892
TEST_00597,0.3831357955932617
TEST_00598,0.271038293838501
TEST_00599,0.22691798210144043
TEST_00600,0.07896677404642105
TEST_00601,0.31971660256385803
TEST_00602,0.3064156770706177
TEST_00603,0.4056757092475891
TEST_00604,0.17547234892845154
TEST_00605,0.42802193760871887
TEST_00606,0.04419150948524475
TEST_00607,0.28047579526901245
TEST_00608,0.18581482768058777
TEST_00609,0.5421435832977295
TEST_00610,0.0012365400325506926
TEST_00611,0.2615903615951538
TEST_00612,0.3081706762313843
TEST_00613,0.33857035636901855
TEST_00614,0.3979880213737488
TEST_00615,0.46351158618927
TEST_00616,0.3840149939060211
TEST_00617,0.2344767451286316
TEST_00618,0.11729001253843307
TEST_00619,0.166610449552536
TEST_00620,0.20354080200195312
TEST_00621,0.1561705619096756
TEST_00622,0.439310759305954
TEST_00623,0.48442578315734863
TEST_00624,0.43897712230682373
TEST_00625,0.45346003770828247
TEST_00626,0.26286640763282776
TEST_00627,0.2323971837759018
TEST_00628,0.4905504882335663
TEST_00629,0.1176694706082344
TEST_00630,0.24976371228694916
TEST_00631,0.1403401792049408
TEST_00632,0.49148643016815186
TEST_00633,0.38260722160339355
TEST_00634,0.45559316873550415
TEST_00635,0.488710880279541
TEST_00636,0.1963331699371338
TEST_00637,0.487324059009552
TEST_00638,0.001541538629680872
TEST_00639,0.49091535806655884
TEST_00640,0.0014404449611902237
TEST_00641,0.0010737912962213159
TEST_00642,0.5523059368133545
TEST_00643,0.2610330283641815
TEST_00644,0.13758768141269684
TEST_00645,0.12133529037237167
TEST_00646,0.0012299064546823502
TEST_00647,0.06252849102020264
TEST_00648,0.462410569190979
TEST_00649,0.3788264989852905
TEST_00650,0.09715497493743896
TEST_00651,0.34795093536376953
TEST_00652,0.49048736691474915
TEST_00653,0.2293241173028946
TEST_00654,0.0009626825922168791
TEST_00655,0.4905114769935608
TEST_00656,0.3697963356971741
TEST_00657,0.001110557117499411
TEST_00658,0.08568171411752701
TEST_00659,0.17782285809516907
TEST_00660,0.0010755893308669329
TEST_00661,0.5377299785614014
TEST_00662,0.1394767463207245
TEST_00663,0.0016837582224979997
TEST_00664,0.32405081391334534
TEST_00665,0.001229181420058012
TEST_00666,0.2029636651277542
TEST_00667,0.0009559829486533999
TEST_00668,0.2035732865333557
TEST_00669,0.25238293409347534
TEST_00670,0.10629627108573914
TEST_00671,0.3730717599391937
TEST_00672,0.3881712555885315
TEST_00673,0.0012578284367918968
TEST_00674,0.22357870638370514
TEST_00675,0.1443227231502533
TEST_00676,0.4556874632835388
TEST_00677,0.15680207312107086
TEST_00678,0.18815991282463074
TEST_00679,0.41780856251716614
TEST_00680,0.24094820022583008
TEST_00681,0.001116932020522654
TEST_00682,0.0010195502545684576
TEST_00683,0.10748158395290375
TEST_00684,0.382217139005661
TEST_00685,0.1720123142004013
TEST_00686,0.4766361713409424
TEST_00687,0.06180289387702942
TEST_00688,0.2594914436340332
TEST_00689,0.3737660050392151
TEST_00690,0.31376034021377563
TEST_00691,0.41735464334487915
TEST_00692,0.04040934890508652
TEST_00693,0.18569011986255646
TEST_00694,0.08215321600437164
TEST_00695,0.26707905530929565
TEST_00696,0.050869159400463104
TEST_00697,0.3253703713417053
TEST_00698,0.47086215019226074
TEST_00699,0.001159478211775422
TEST_00700,0.23903973400592804
TEST_00701,0.28111985325813293
TEST_00702,0.1541626900434494
TEST_00703,0.24074864387512207
TEST_00704,0.37567824125289917
TEST_00705,0.4321172833442688
TEST_00706,0.21395856142044067
TEST_00707,0.002028402406722307
TEST_00708,0.0013416253495961428
TEST_00709,0.365383118391037
TEST_00710,0.45497339963912964
TEST_00711,0.2571464478969574
TEST_00712,0.260926216840744
TEST_00713,0.11930243670940399
TEST_00714,0.4605098366737366
TEST_00715,0.0010960438521578908
TEST_00716,0.2452598214149475
TEST_00717,0.3329412341117859
TEST_00718,0.06466131657361984
TEST_00719,0.35684797167778015
TEST_00720,0.2450600117444992
TEST_00721,0.39652180671691895
TEST_00722,0.001551309716887772
TEST_00723,0.397096186876297
TEST_00724,0.0015391216147691011
TEST_00725,0.0015857494436204433
TEST_00726,0.4130067527294159
TEST_00727,0.2817731201648712
TEST_00728,0.1793379783630371
TEST_00729,0.28295624256134033
TEST_00730,0.22770234942436218
TEST_00731,0.001504397951066494
TEST_00732,0.4037136435508728
TEST_00733,0.24012798070907593
TEST_00734,0.1362057328224182
TEST_00735,0.5251938700675964
TEST_00736,0.2630876898765564
TEST_00737,0.12668175995349884
TEST_00738,0.2620397210121155
TEST_00739,0.06068514660000801
TEST_00740,0.2174212634563446
TEST_00741,0.2351732850074768
TEST_00742,0.16506962478160858
TEST_00743,0.5492450594902039
TEST_00744,0.3061285614967346
TEST_00745,0.4758392572402954
TEST_00746,0.0017047831788659096
TEST_00747,0.3668898344039917
TEST_00748,0.2780880331993103
TEST_00749,0.0010043610818684101
TEST_00750,0.4078181982040405
TEST_00751,0.0016121878288686275
TEST_00752,0.07075729966163635
TEST_00753,0.2932502329349518
TEST_00754,0.269726037979126
TEST_00755,0.02836543507874012
TEST_00756,0.31960901618003845
TEST_00757,0.23806734383106232
TEST_00758,0.49009203910827637
TEST_00759,0.45248186588287354
TEST_00760,0.027047401294112206
TEST_00761,0.19223017990589142
TEST_00762,0.4338512420654297
TEST_00763,0.09344842284917831
TEST_00764,0.14654608070850372
TEST_00765,0.22767414152622223
TEST_00766,0.24418006837368011
TEST_00767,0.221491739153862
TEST_00768,0.38093698024749756
TEST_00769,0.04508734866976738
TEST_00770,0.2333591878414154
TEST_00771,0.22664383053779602
TEST_00772,0.06701286137104034
TEST_00773,0.13452965021133423
TEST_00774,0.3683335483074188
TEST_00775,0.3675798773765564
TEST_00776,0.41071057319641113
TEST_00777,0.40477097034454346
TEST_00778,0.24019749462604523
TEST_00779,0.14844031631946564
TEST_00780,0.3307110071182251
TEST_00781,0.25313419103622437
TEST_00782,0.1852095127105713
TEST_00783,0.3773728609085083
TEST_00784,0.42759010195732117
TEST_00785,0.3851619064807892
TEST_00786,0.34638234972953796
TEST_00787,0.5528466105461121
TEST_00788,0.0011197045678272843
TEST_00789,0.5361300110816956
TEST_00790,0.12434322386980057
TEST_00791,0.6014645099639893
TEST_00792,0.3391588628292084
TEST_00793,0.48921018838882446
TEST_00794,0.15258440375328064
TEST_00795,0.2267073392868042
TEST_00796,0.5549027919769287
TEST_00797,0.25467079877853394
TEST_00798,0.16025471687316895
TEST_00799,0.36192578077316284
TEST_00800,0.3331772983074188
TEST_00801,0.17626793682575226
TEST_00802,0.2607042193412781
TEST_00803,0.3655336797237396
TEST_00804,0.2943825423717499
TEST_00805,0.2222422957420349
TEST_00806,0.001066148397512734
TEST_00807,0.0012347709853202105
TEST_00808,0.4918433725833893
TEST_00809,0.26084384322166443
TEST_00810,0.001000886084511876
TEST_00811,0.3257525861263275
TEST_00812,0.4037454128265381
TEST_00813,0.4460809528827667
TEST_00814,0.18761515617370605
TEST_00815,0.11233643442392349
TEST_00816,0.4039433002471924
TEST_00817,0.20736993849277496
TEST_00818,0.21636158227920532
TEST_00819,0.40800803899765015
TEST_00820,0.3892233073711395
TEST_00821,0.12665916979312897
TEST_00822,0.5098774433135986
TEST_00823,0.2682720720767975
TEST_00824,0.4437258839607239
TEST_00825,0.5031912922859192
TEST_00826,0.286395788192749
TEST_00827,0.0013543803943321109
TEST_00828,0.44538748264312744
TEST_00829,0.28320977091789246
TEST_00830,0.315727174282074
TEST_00831,0.43863242864608765
TEST_00832,0.17803315818309784
TEST_00833,0.001277067232877016
TEST_00834,0.3187600374221802
TEST_00835,0.20200055837631226
TEST_00836,0.2772311270236969
TEST_00837,0.30384576320648193
TEST_00838,0.3566513955593109
TEST_00839,0.31976792216300964
TEST_00840,0.0010688259499147534
TEST_00841,0.46960073709487915
TEST_00842,0.34368473291397095
TEST_00843,0.3919103145599365
TEST_00844,0.3615478575229645
TEST_00845,0.3632039725780487
TEST_00846,0.32368701696395874
TEST_00847,0.0011074901558458805
TEST_00848,0.19784678518772125
TEST_00849,0.41218113899230957
TEST_00850,0.3448825180530548
TEST_00851,0.2420903742313385
TEST_00852,0.08613074570894241
TEST_00853,0.31921330094337463
TEST_00854,0.39640212059020996
TEST_00855,0.21315206587314606
TEST_00856,0.4844070374965668
TEST_00857,0.33857613801956177
TEST_00858,0.0012033524690195918
TEST_00859,0.33534252643585205
TEST_00860,0.4882969856262207
TEST_00861,0.3681281805038452
TEST_00862,0.36586645245552063
TEST_00863,0.2924618124961853
TEST_00864,0.2680467367172241
TEST_00865,0.002432018518447876
TEST_00866,0.12210404872894287
TEST_00867,0.4623509645462036
TEST_00868,0.4749819040298462
TEST_00869,0.19145110249519348
